organisationunitid,organisationunitname,district_name,district_code,province_name,province_code,organisationunitcode,2015-06-27,2016-06-26,2017-06-26,2018-06-26,2019-06-27,2020-06-26,2021-06-26,2022-06-26,2023-06-27,2024-06-26,2025-06-26,2015-09-29,2016-09-28,2017-09-28,2018-09-28,2019-09-29,2020-09-28,2021-09-28,2022-09-28,2023-09-29,2024-09-28,2025-09-28,2015-04-25,2016-04-24,2017-04-25,2018-04-25,2019-04-25,2020-04-24,2021-04-25,2022-04-25,2023-04-25,2024-04-24,2025-04-25,2015-08-29,2016-08-28,2017-08-28,2018-08-28,2019-08-29,2020-08-28,2021-08-28,2022-08-28,2023-08-29,2024-08-28,2025-08-28,2016-03-25,2017-03-25,2018-03-26,2019-03-26,2020-03-25,2021-03-25,2022-03-26,2023-03-26,2024-03-25,2025-03-25,2016-02-24,2017-02-23,2018-02-24,2019-02-24,2020-02-24,2021-02-24,2022-02-24,2023-02-24,2024-02-24,2025-02-24,2015-05-26,2016-05-25,2017-05-26,2018-05-26,2019-05-26,2020-05-25,2021-05-26,2022-05-26,2023-05-26,2024-05-25,2025-05-26,2015-10-29,2016-10-28,2017-10-29,2018-10-29,2019-10-29,2020-10-28,2021-10-29,2022-10-29,2023-10-29,2024-10-28,2025-10-29,2016-01-26,2017-01-25,2018-01-26,2019-01-26,2020-01-26,2021-01-25,2022-01-26,2023-01-26,2024-01-26,2025-01-25,2015-11-28,2016-11-27,2017-11-28,2018-11-28,2019-11-28,2020-11-27,2021-11-28,2022-11-28,2023-11-28,2024-11-27,2025-11-28,2015-12-27,2016-12-27,2017-12-27,2018-12-27,2019-12-28,2020-12-27,2021-12-27,2022-12-27,2023-12-28,2024-12-27,2015-07-28,2016-07-27,2017-07-27,2018-07-28,2019-07-28,2020-07-27,2021-07-27,2022-07-28,2023-07-28,2024-07-27,2025-07-28
X3rzE53ksA1,10203 Silichong Rural Municipality,102 SANKHUWASABHA,102,1 Koshi Province,1,10203,1.0,0,1.0,1.0,0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,0,1.0,2.0,0,4.0,2.0,4.0,2.0,2.0,1.0,0,0,1.0,0,0,0,1.0,0,2.0,0,0,1.0,0,0,0,0,9.0,3.0,1.0,2.0,1.0,6.0,0,0,0,0,0,0,1.0,19.0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,4.0,2.0,3.0,1.0,1.0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,2.0,0,1.0,0,1.0,7.0
WMm4dtLoyR0,51001 Bangalachuli Rural Municipality,510 DANG,510,5 Lumbini Province,5,51001,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0
aU6oNY86CMb,40803 Bungdikali Rural Municipality,408 NAWALPARASI EAST,408,4 Gandaki Province,4,40803,0,0,0,0,0,2.0,0,0,3.0,1.0,2.0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,1.0,0,3.0,0,0,0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,1.0,0,1.0
vOAAQWchu33,60905 Bagachour Municipality,609 SALYAN,609,6 Karnali Province,6,60905,0,0,0,2.0,0,0,2.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,1.0,0,3.0,0,0,4.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,2.0,3.0,4.0,1.0
HNoO3MOxRs6,40603 Kwhola Sothar Rural Municipality,406 LAMJUNG,406,4 Gandaki Province,4,40603,0,2.0,2.0,2.0,0,0,0,2.0,0,0,0,1.0,1.0,2.0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,7.0,0,1.0,0,0,0,2.0,0,1.0
eP90MO7oR6J,70303 Mahakali Municipality,703 DARCHULA,703,7 Sudurpashchim Province,7,70303,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,0,0,0,0,0,0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,2.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,3.0,1.0,4.0
AyKEcjoYtPd,51207 Gulariya Municipality,512 BARDIYA,512,5 Lumbini Province,5,51207,0,0,13.0,23.0,6.0,0,0,0,1.0,0,0,0,0,5.0,3.0,0,0,0,0,0,0,0,0,0,18.0,11.0,7.0,0,0,0,0,0,0,0,0,1.0,34.0,53.0,0,0,2.0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,22.0,13.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,42.0,0,0,0,0,0,0,0
CM5YyMzgtyE,70710 Turmakhand Rural Municipality,707 ACHHAM,707,7 Sudurpashchim Province,7,70710,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,2.0,0,2.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,11.0
aGaKLs573SL,50504 Sandhikharka Municipality,505 ARGHAKHANCHI,505,5 Lumbini Province,5,50504,0,0,8.0,0,0,0,16.0,0,1.0,2.0,0,0,7.0,4.0,4.0,0,0,2.0,0,0,1.0,0,0,0,0,2.0,0,0,0,0,0,1.0,0,1.0,7.0,8.0,22.0,0,6.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,21.0,0,0,15.0,3.0,0,0,0,0,7.0,0,0,0,0,2.0,0,0,0,0,0,7.0,12.0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,1.0,24.0,18.0,7.0,1.0,16.0,1.0,2.0,10.0,1.0,2.0
RwdsaWpcvuQ,20520 Malangawa Municipality,205 SARLAHI,205,2 Madhesh Province,2,20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,0,0,0,0,0,0,0,0
aTZcDT4w3Ml,70101 Himali Rural Municipality,701 BAJURA,701,7 Sudurpashchim Province,7,70101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,0,0,0,2.0
Fen9qMN7huE,10505 Diktel Rupakot Majhuwagadhi Municipality,105 KHOTANG,105,1 Koshi Province,1,10505,2.0,21.0,4.0,4.0,9.0,6.0,4.0,2.0,0,10.0,0,2.0,10.0,0,0,2.0,5.0,5.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,1.0,9.0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,9.0,1.0,13.0,26.0,1.0,0,25.0,2.0,4.0,0,0,0,0,4.0,1.0,4.0,0,3.0,0,0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,6.0,0,0,0,0,0,0,1.0,24.0,7.0,0,5.0,1.0,1.0,2.0,0,11.0,8.0
sBELQdDFD2K,11203 Kerabari Rural Municipality,112 MORANG,112,1 Koshi Province,1,11203,0,0,0,0,0,1.0,0,0,6.0,1.0,0,0,0,0,0,0,0,0,2.0,7.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,1.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0
gE2JavhfKh8,50802 Butwal Sub-Metropolitan City,508 RUPANDEHI,508,5 Lumbini Province,5,50802,0,0,0,0,0,0,165.0,229.0,188.0,36.0,241.0,0,0,0,0,0,110.0,120.0,86.0,0,138.0,91.0,0,0,0,0,0,0,29.0,58.0,31.0,0,59.0,0,1.0,0,0,0,145.0,176.0,156.0,0,168.0,176.0,0,0,0,0,0,37.0,76.0,23.0,0,29.0,0,0,0,0,0,18.0,9.0,15.0,0,12.0,0,0,0,0,0,0,110.0,127.0,102.0,0,147.0,0,0,0,0,0,59.0,66.0,0,0,12.0,0,0,2.0,0,0,0,2.0,4.0,5.0,0,0,0,0,0,0,0,15.0,14.0,21.0,0,11.0,0,0,0,0,0,0,4.0,5.0,6.0,0,7.0,0,0,0,0,0,181.0,166.0,153.0,0,248.0,629.0
vn8qhmMp7ph,60702 Kuse Rural Municipality,607 JAJARKOT,607,6 Karnali Province,6,60702,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
tQ73nJ7ioAy,30806 Bagmati Rural Municipality,308 LALITPUR,308,3 Bagmati Province,3,30806,0,0,0,0,0,1.0,0,0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,4.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
DlmjnZcEmaW,11005 Fakfokathum Rural Municipality,110 ILAM,110,1 Koshi Province,1,11005,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iFoDthLp3eG,20201 Lahan Municipality,202 SIRAHA,202,2 Madhesh Province,2,20201,0,0,54.0,68.0,0,58.0,50.0,66.0,0,0,0,0,0,30.0,29.0,29.0,21.0,0,0,0,0,0,0,0,0,0,9.0,21.0,9.0,29.0,2.0,39.0,0,0,0,0,69.0,34.0,0,51.0,0,0,0,0,0,0,19.0,8.0,18.0,0,0,0,19.0,0,0,0,0,1.0,5.0,0,4.0,0,22.0,0,0,0,19.0,1.0,15.0,26.0,7.0,35.0,0,0,0,0,0,24.0,27.0,7.0,29.0,30.0,3.0,0,0,0,0,0,4.0,0,1.0,0,0,0,0,0,0,0,9.0,8.0,21.0,0,11.0,0,0,0,0,0,0,0,0,1.0,0,4.0,0,0,0,0,0,89.0,46.0,49.0,0,41.0,0,0,0,6.0
Vkv9B89Tu0q,10307 Solu Dudhakunda Municipality,103 SOLUKHUMBU,103,1 Koshi Province,1,10307,0,0,0,0,0,0,1.0,1.0,11.0,3.0,1.0,0,0,0,0,1.0,0,2.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,4.0,6.0,0,1.0,1.0,4.0,0,2.0,2.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,2.0,2.0,0,2.0,0,0,1.0,0,7.0
k5Ig12XBeut,70607 Bogatan Rural Municipality,706 DOTI,706,7 Sudurpashchim Province,7,70607,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
pneopnkujAY,70703 Mellekh Rural Municipality,707 ACHHAM,707,7 Sudurpashchim Province,7,70703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
p3jCjtaqr1K,11407 Katari Municipality,114 UDAYAPUR,114,1 Koshi Province,1,11407,0,0,0,0,0,2.0,0,0,61.0,48.0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,4.0,0,0,0,0,0,17.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTscpNaZbdd,20101 Saptakoshi Municipality,201 SAPTARI,201,2 Madhesh Province,2,20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNNqxNFcyph,60603 Bhairabi Rural Municipality,606 DAILEKH,606,6 Karnali Province,6,60603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zR1anyfvrOo,30204 Helambu Rural Municipality,302 SINDHUPALCHOK,302,3 Bagmati Province,3,30204,0,0,0,0,2.0,1.0,1.0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,2.0
FpflD8BqlMO,10107 Yangwarak Rural Municipality,101 TAPLEJUNG,101,1 Koshi Province,1,10107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
JeXriiVgEnu,30101 Gaurishankar Rural Municipality,301 DOLAKHA,301,3 Bagmati Province,3,30101,3.0,2.0,0,0,1.0,0,3.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,1.0,2.0,0,0,0
hCCeMTw69UU,40406 Beni Municipality,404 MYAGDI,404,4 Gandaki Province,4,40406,0,0,0,8.0,0,2.0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,2.0,2.0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,15.0,0,2.0,3.0,0,2.0,0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,3.0,0,0,0,0,0,0,1.0,0,1.0,5.0,3.0,2.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,6.0,1.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,4.0,0,0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,1.0,0,13.0,0,2.0,1.0,0,0,1.0,1.0
yLgova5hxHh,30910 Bethanchowk Rural Municipality,309 KAVREPALANCHOK,309,3 Bagmati Province,3,30910,0,2.0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0
rdYbkteJ80f,20313 Bideha Municipality,203 DHANUSA,203,2 Madhesh Province,2,20313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qSqjrMwbIvJ,51006 Dangisharan Rural Municipality,510 DANG,510,5 Lumbini Province,5,51006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mHYyY7S8j05,70902 Shuklaphanta Municipality,709 KANCHANPUR,709,7 Sudurpashchim Province,7,70902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJjAQffhRya,11309 Inaruwa Municipality,113 SUNSARI,113,1 Koshi Province,1,11309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,14.0,2.0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,56.0,0,0,0,0,0,0,0,0,0,0,24.0,0,1.0,0,0,0,0,0,0,0,2.0,2.0,0
udhEfsRJE0r,60804 Musikot Municipality,608 RUKUM WEST,608,6 Karnali Province,6,60804,0,1.0,0,4.0,0,4.0,1.0,0,1.0,3.0,2.0,0,2.0,3.0,5.0,0,3.0,7.0,3.0,0,2.0,9.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,16.0,10.0,4.0,5.0,5.0,13.0,5.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,1.0,0,3.0,1.0,3.0,0,0,9.0,0,0,0,3.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,3.0,0,2.0,0,0,0,0,1.0,3.0,8.0,4.0,3.0,5.0,12.0,4.0,1.0,1.0,47.0
yBNQa3DDCMV,70202 Bungal Municipality,702 BAJHANG,702,7 Sudurpashchim Province,7,70202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Xznx7upyyKb,10304 Mapya Dudhkoshi Rural Municipality,103 SOLUKHUMBU,103,1 Koshi Province,1,10304,0,0,0,2.0,0,0,2.0,0,0,0,1.0,1.0,2.0,0,0,0,2.0,2.0,0,2.0,0,0,0,0,1.0,2.0,0,0,1.0,0,0,1.0,0,0,2.0,2.0,0,0,1.0,2.0,4.0,0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1.0,0,0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,2.0,0,0,1.0,2.0,1.0,0,0,6.0,0,8.0
QXdURpmMJVr,11215 Katahari Rural Municipality,112 MORANG,112,1 Koshi Province,1,11215,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0
