organisationunitid,organisationunitname,organisationunitcode,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,district_code
mQLICcbzzGj,10209 Madi Municipality,10209,14241.0,14190.0,14140.0,13459.0,13667.0,13455.0,13455.0,13455.0,102
Za9amWOWD4I,10210 Dharmadevi Municipality,10210,17869.0,17800.0,17733.0,16341.0,16598.0,16386.0,16386.0,16386.0,102
aCFDSXlmccd,10301 Khumbu Pasanglhamu Rural Municipality,10301,9338.0,9329.0,9327.0,9233.0,9269.0,8624.0,8624.0,8624.0,103
XG7X38Ke2bh,10302 Mahakulung Rural Municipality,10302,11065.0,11000.0,10932.0,11997.0,12164.0,11812.0,11812.0,11812.0,103
dg95KkHSYuU,10303 Sotang Rural Municipality,10303,9185.0,9129.0,9074.0,9269.0,9332.0,8982.0,8982.0,8982.0,103
Xznx7upyyKb,10304 Mapya Dudhkoshi Rural Municipality,10304,12986.0,12910.0,12835.0,12756.0,12839.0,12542.0,12542.0,12542.0,103
pyw6x7rguen,10305 Thulung Dudhkoushi Rural Municipality,10305,18986.0,18864.0,18741.0,18476.0,18574.0,18180.0,18180.0,18180.0,103
BnMyon9qUaj,10306 Necha Salyan Rural Municipality,10306,11827.0,11762.0,11699.0,10834.0,10876.0,11208.0,11208.0,11208.0,103
Vkv9B89Tu0q,10307 Solu Dudhakunda Municipality,10307,24307.0,24187.0,24057.0,26888.0,26991.0,26001.0,26001.0,26001.0,103
UCZF0J5XCSS,10308 Likhu Pike Rural Municipality,10308,5366.0,5336.0,5304.0,5267.0,5298.0,5257.0,5257.0,5257.0,103
Wx8c91bQTKe,10401 Chishankhu Gadhi Rural Municipality,10401,15265.0,15289.0,15302.0,13766.0,13797.0,13360.0,13360.0,13360.0,104
eyOgs1AMLWG,10402 Siddhicharan Municipality,10402,30182.0,30279.0,30390.0,27982.0,28035.0,26788.0,26788.0,26788.0,104
