organisationunitid,organisationunitname,organisationunitcode,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,district_code
GKOzrKMKEsi,20403 Sonama Rural Municipality,20403,42754.0,43327.0,43906.0,51922.0,53068.0,42713.0,42713.0,42713.0,204
nBb5QqU5dBX,20404 Aurahi Municipality,20404,34872.0,35334.0,35798.0,40967.0,41812.0,37959.0,37959.0,37959.0,204
uyA0701CR1r,20405 Bhangaha Municipality,20405,51623.0,52282.0,52949.0,56747.0,57845.0,56489.0,56489.0,56489.0,204
yxV18PSNcMh,20406 Loharpatti Municipality,20406,44100.0,44657.0,45217.0,46490.0,47468.0,46767.0,46767.0,46767.0,204
gWLd9lYEekL,20407 Balawa Municipality,20407,46652.0,47254.0,47863.0,50186.0,51161.0,50369.0,50369.0,50369.0,204
cybshnnag3M,20408 Ram Gopalpur Municipality,20408,33129.0,33543.0,33962.0,36728.0,37561.0,36700.0,36700.0,36700.0,204
YbzXduozeDW,20409 Samsi Rural Municipality,20409,37078.0,37556.0,38023.0,38817.0,39705.0,38569.0,38569.0,38569.0,204
Z4Qs1YyiL5j,20410 Manara Shisawa Municipality,20410,55189.0,55929.0,56668.0,49270.0,50167.0,53097.0,53097.0,53097.0,204
Riqh3D6L3YB,20411 Ekadara Rural Municipality,20411,32197.0,32606.0,33025.0,32166.0,32825.0,31545.0,31545.0,31545.0,204
NM3cIT2peny,20412 Mahottari Rural Municipality,20412,30506.0,30923.0,31344.0,32738.0,33280.0,28661.0,28661.0,28661.0,204
pxZmNLjeU1d,20413 Pipara Rural Municipality,20413,39864.0,40404.0,40949.0,39605.0,40274.0,40158.0,40158.0,40158.0,204
eVcocUd7GNO,20414 Matihani Municipality,20414,34175.0,34625.0,35073.0,36177.0,36905.0,37063.0,37063.0,37063.0,204
LrZTejRas1h,20415 Jaleshwor Municipality,20415,66604.0,67567.0,68546.0,63680.0,64805.0,64966.0,64966.0,64966.0,204
lw377s6XZd1,20501 Lalbandi Municipality,20501,68868.0,69962.0,71064.0,68568.0,69253.0,67802.0,67802.0,67802.0,205
rB8R9ZD7Ygz,20502 Hariwan Municipality,20502,50708.0,51511.0,52312.0,51436.0,52103.0,51119.0,51119.0,51119.0,205
wdNmgGSUtFW,20503 Bagmati Municipality,20503,46628.0,47364.0,48116.0,45556.0,46171.0,48852.0,48852.0,48852.0,205
EfOP3rwkan2,20504 Barahathawa Municipality,20504,79597.0,80894.0,82203.0,83482.0,84916.0,82983.0,82983.0,82983.0,205
uJUBRJSyqpw,20505 Haripur Municipality,20505,42511.0,43179.0,43856.0,43729.0,44487.0,44283.0,44283.0,44283.0,205
EYigJ4rC8CX,20506 Ishworpur Municipality,20506,68294.0,69397.0,70506.0,68799.0,69868.0,69764.0,69764.0,69764.0,205
tIaWqEy7DSn,20507 Haripurwa Municipality,20507,40626.0,41317.0,42018.0,36634.0,37306.0,39647.0,39647.0,39647.0,205
joetwlZz9vQ,20508 Parsa Rural Municipality,20508,24371.0,24780.0,25194.0,24116.0,24606.0,24161.0,24161.0,24161.0,205
E9odqh1maQZ,20509 Brahmapuri Rural Municipality,20509,33530.0,34073.0,34625.0,27964.0,28507.0,31575.0,31575.0,31575.0,205
kkz1ESbpnKy,20510 Chandranagar Rural Municipality,20510,37678.0,38291.0,38916.0,37635.0,38379.0,36917.0,36917.0,36917.0,205
NUBYHiV2FON,20511 Kabilashi Municipality,20511,47724.0,48517.0,49320.0,44821.0,45670.0,45188.0,45188.0,45188.0,205
n9JZhYXpYA5,20512 Chakraghatta Rural Municipality,20512,31482.0,32010.0,32546.0,29257.0,29836.0,29549.0,29549.0,29549.0,205
bsYlDlb9c9J,20513 Basbariya Rural Municipality,20513,26666.0,27118.0,27575.0,26482.0,26964.0,25859.0,25859.0,25859.0,205
Sd2ztZ039KO,20514 Dhanakaul Rural Municipality,20514,27927.0,28392.0,28864.0,28588.0,29148.0,28209.0,28209.0,28209.0,205
bo8TNwdv1KB,20515 Ramnagar Rural Municipality,20515,32592.0,33143.0,33698.0,31785.0,32397.0,31614.0,31614.0,31614.0,205
E0BEzyhd8WB,20516 Balara Municipality,20516,51571.0,52452.0,53340.0,47731.0,48538.0,49100.0,49100.0,49100.0,205
kItgBD0jzqT,20517 Godaita Municipality,20517,53864.0,54757.0,55663.0,54512.0,55558.0,55504.0,55504.0,55504.0,205
BtJzlRlHotT,20518 Bishnu Rural Municipality,20518,27954.0,28425.0,28901.0,25944.0,26407.0,28710.0,28710.0,28710.0,205
HFEaEcs9ap6,20519 Kaudena Rural Municipality,20519,29433.0,29931.0,30436.0,29312.0,29858.0,28816.0,28816.0,28816.0,205
RwdsaWpcvuQ,20520 Malangawa Municipality,20520,52639.0,53473.0,54305.0,53344.0,54234.0,55736.0,55736.0,55736.0,205
yR30qKyaGd2,20601 Chandrapur Municipality,20601,88785.0,90789.0,92832.0,83542.0,84766.0,84348.0,84348.0,84348.0,206
hPejcd2Mkhf,20602 Gujara Municipality,20602,55886.0,57111.0,58357.0,54249.0,55277.0,56016.0,56016.0,56016.0,206
MFzUIoegqtN,20603 Phatuwa Bijayapur Municipality,20603,43309.0,44283.0,45276.0,44504.0,45420.0,43704.0,43704.0,43704.0,206
lPUHQ4gkcBT,20604 Katahariya Municipality,20604,45394.0,46413.0,47451.0,47609.0,48599.0,47436.0,47436.0,47436.0,206
TqihpDvXRdJ,20605 Brindaban Municipality,20605,50769.0,51892.0,53037.0,50301.0,51292.0,51661.0,51661.0,51661.0,206
ktl9PT1WPyh,20606 Gadhimai Municipality,20606,48157.0,49246.0,50349.0,49815.0,50885.0,50685.0,50685.0,50685.0,206
H2t20CMYnL9,20607 Madhav Narayan Municipality,20607,41674.0,42615.0,43575.0,41106.0,41927.0,42395.0,42395.0,42395.0,206
VaLVI19UtnA,20608 Garuda Municipality,20608,59589.0,60930.0,62297.0,60203.0,61432.0,62904.0,62904.0,62904.0,206
gmtpUDSMtzU,20609 Dewahi Gonahi Municipality,20609,37898.0,38748.0,39609.0,38947.0,39821.0,40087.0,40087.0,40087.0,206
h3U0l83K403,20610 Maulapur Municipality,20610,31157.0,31869.0,32594.0,32590.0,33361.0,33397.0,33397.0,33397.0,206
vCAcmiIFhtz,20611 Baudhimai Municipality,20611,39276.0,40165.0,41056.0,39492.0,40387.0,40581.0,40581.0,40581.0,206
A59slhEIrcI,20612 Paroha Municipality,20612,44269.0,45259.0,46266.0,46919.0,48000.0,47306.0,47306.0,47306.0,206
wkfdoD1yW8p,20613 Rajpur Municipality,20613,47825.0,48863.0,49915.0,54594.0,55996.0,56091.0,56091.0,56091.0,206
Zk1F9LswTN9,20614 Yamunamai Rural Municipality,20614,28168.0,28798.0,29439.0,28703.0,29318.0,26550.0,26550.0,26550.0,206
XurD1EfINOl,20615 Durga Bhagawati Rural Municipality,20615,27263.0,27883.0,28522.0,23298.0,23745.0,21286.0,21286.0,21286.0,206
fAEaFZMuira,20616 Rajdevi Municipality,20616,36537.0,37375.0,38219.0,37310.0,38073.0,37046.0,37046.0,37046.0,206
URrTfccviIx,20617 Gaur Municipality,20617,42523.0,43498.0,44528.0,44903.0,44351.0,41036.0,41036.0,41036.0,206
NuyG2c5LEVT,20618 Ishanath Municipality,20618,49106.0,50207.0,51318.0,53587.0,54752.0,53770.0,53770.0,53770.0,206
LR6hCfJM3qN,20701 Nijagadh Municipality,20701,42694.0,43560.0,44444.0,36674.0,37183.0,38909.0,38909.0,38909.0,207
s81iwIY7rWl,20702 Kolhabi Municipality,20702,52530.0,53588.0,54663.0,46313.0,47033.0,52407.0,52407.0,52407.0,207
MEJFzydYnSx,20703 Jitpur Simara Sub-Metropolitan City,20703,140772.0,143679.0,146639.0,119457.0,121418.0,132294.0,132294.0,132294.0,207
KvtJex2PPNq,20704 Parawanipur Rural Municipality,20704,26534.0,27078.0,27628.0,22535.0,22964.0,24948.0,24948.0,24948.0,207
f8gKN9sAiDz,20705 Prasauni Rural Municipality,20705,29127.0,29715.0,30310.0,21817.0,22251.0,25758.0,25758.0,25758.0,207
RIv1xNHjjNt,20706 Bishrampur Rural Municipality,20706,27614.0,28190.0,28773.0,23968.0,24461.0,25148.0,25148.0,25148.0,207
luYHLAcmJxy,20707 Pheta Rural Municipality,20707,29659.0,30254.0,30856.0,29026.0,29680.0,28765.0,28765.0,28765.0,207
elTl9yVygGH,20708 Kalaiya Sub-Metropolitan City,20708,143898.0,146821.0,149795.0,142913.0,145192.0,140372.0,140372.0,140372.0,207
od29axZQYBM,20709 Karaiyamai Rural Municipality,20709,31189.0,31825.0,32468.0,29123.0,29624.0,29408.0,29408.0,29408.0,207
iuKrkDwtXSf,20710 Baragadhi Rural Municipality,20710,31965.0,32612.0,33265.0,29916.0,30441.0,29857.0,29857.0,29857.0,207
jgdov3l6jU1,20711 Aadarsha Kotwal Rural Municipality,20711,31873.0,32528.0,33192.0,29695.0,30369.0,31904.0,31904.0,31904.0,207
j6f5ROpUwXM,20712 Simroungadh Municipality,20712,56366.0,57538.0,58730.0,53281.0,54410.0,56679.0,56679.0,56679.0,207
JVLTeuN4LfP,20713 Pacharauta Municipality,20713,39526.0,40335.0,41159.0,40394.0,41290.0,42076.0,42076.0,42076.0,207
ldV4E2PsEh4,20714 Mahagadhimai Municipality,20714,61075.0,62324.0,63592.0,59943.0,61166.0,61201.0,61201.0,61201.0,207
JiP2gai4NNi,20715 Devtal Rural Municipality,20715,27080.0,27633.0,28193.0,25167.0,25707.0,25689.0,25689.0,25689.0,207
tpsweQ66cIn,20716 Subarna Rural Municipality,20716,34168.0,34875.0,35595.0,35996.0,36756.0,35624.0,35624.0,35624.0,207
IWfloqDjBht,20801 Thori Rural Municipality,20801,24637.0,25102.0,25577.0,17525.0,17721.0,17825.0,17825.0,17825.0,208
ZYSpy8oLqWo,20802 Jirabhawani Rural Municipality,20802,26500.0,27012.0,27531.0,22659.0,23009.0,23028.0,23028.0,23028.0,208
fxxVxM4Dznm,20803 Jagarnathpur Rural Municipality,20803,37542.0,38263.0,38999.0,32840.0,33490.0,33426.0,33426.0,33426.0,208
wXQf5ocsOhG,20804 Paterwa Sugauli Rural Municipality,20804,27717.0,28251.0,28794.0,25572.0,25980.0,26060.0,26060.0,26060.0,208
mWGNxg5QunN,20805 Sakhuwa Prasauni Rural Municipality,20805,38087.0,38793.0,39507.0,35811.0,36421.0,36364.0,36364.0,36364.0,208
F5dwIiun7k0,20806 Parsagadhi Municipality,20806,44912.0,45757.0,46616.0,41588.0,42294.0,43176.0,43176.0,43176.0,208
LdPgWOfFvew,20807 Birgunj Metropolitan City,20807,280685.0,286004.0,291415.0,270999.0,274529.0,283746.0,283746.0,283746.0,208
FDd4YEgMIPm,20808 Bahudarmai Municipality,20808,45548.0,46414.0,47293.0,43912.0,44757.0,44908.0,44908.0,44908.0,208
lA8K5GXCO76,20809 Pokhariya Municipality,20809,40740.0,41526.0,42313.0,39104.0,39850.0,38801.0,38801.0,38801.0,208
gOCG6lmlpPq,20810 Kalikamai Rural Municipality,20810,24391.0,24855.0,25326.0,23810.0,24246.0,24125.0,24125.0,24125.0,208
Y86rNPKnw2a,20811 Dhobini Rural Municipality,20811,22984.0,23428.0,23873.0,22918.0,23365.0,23070.0,23070.0,23070.0,208
L9h5hmuLjOq,20812 Chhipaharmai Rural Municipality,20812,30725.0,31312.0,31897.0,26819.0,27318.0,29846.0,29846.0,29846.0,208
VDEIU5gdZok,20813 Pakaha Mainpur Rural Municipality,20813,23966.0,24431.0,24906.0,23024.0,23454.0,23167.0,23167.0,23167.0,208
hSS0Jqke0uZ,20814 Bindabasini Rural Municipality,20814,28184.0,28719.0,29257.0,24541.0,25010.0,25720.0,25720.0,25720.0,208
JeXriiVgEnu,30101 Gaurishankar Rural Municipality,30101,17226.0,17209.0,17187.0,16029.0,16177.0,15307.0,15543.0,15543.0,301
jTp30hcgdic,30102 Bigu Rural Municipality,30102,18566.0,18546.0,18528.0,16445.0,16574.0,15928.0,15805.0,15805.0,301
Uvmu9Da0suL,30103 Kalinchowk Rural Municipality,30103,23057.0,23030.0,23001.0,21244.0,21462.0,20440.0,20386.0,20386.0,301
bTTewrxrkF3,30104 Baiteshwor Rural Municipality,30104,19923.0,19914.0,19909.0,17972.0,18099.0,17263.0,17189.0,17189.0,301
UDNIRW1i9Gk,30105 Jiri Municipality,30105,15920.0,15899.0,15877.0,15569.0,15698.0,16179.0,16120.0,16120.0,301
c8DlVHakEnq,30106 Tamakoshi Rural Municipality,30106,18835.0,18806.0,18778.0,15317.0,15431.0,14690.0,14099.0,14099.0,301
IGnDwGml3CS,30107 Melung Rural Municipality,30107,20039.0,20001.0,19971.0,16070.0,16199.0,15251.0,14681.0,14681.0,301
J4SFzwHCwD7,30108 Shailung Rural Municipality,30108,19521.0,19488.0,19458.0,18351.0,18502.0,17251.0,17268.0,17268.0,301
bT82XWJFT65,30109 Bhimeshwor Municipality,30109,34185.0,34227.0,34242.0,35952.0,36075.0,34863.0,35032.0,35032.0,301
qIv6T7879Cn,30201 Bhotekoshi Rural Municipality,30201,17576.0,17636.0,17703.0,14355.0,14388.0,13603.0,13576.0,13576.0,302
NhADUEXz2ca,30202 Jugal Rural Municipality,30202,19416.0,19435.0,19449.0,19168.0,19229.0,17339.0,17867.0,17867.0,302
FluZyDqgK8D,30203 Panchpokhari Thangpal Rural Municipality,30203,21288.0,21332.0,21370.0,21000.0,21073.0,20116.0,20824.0,20824.0,302
zR1anyfvrOo,30204 Helambu Rural Municipality,30204,18154.0,18187.0,18222.0,17764.0,17812.0,16693.0,17276.0,17276.0,302
RXyOlRFs3Ft,30205 Melamchi Municipality,30205,46694.0,46771.0,46839.0,41387.0,41490.0,40760.0,39512.0,39512.0,302
eVhFBYrBC9Y,30206 Indrawoti Rural Municipality,30206,29025.0,29048.0,29069.0,25557.0,25646.0,24197.0,24282.0,24282.0,302
zFmBHaRvkLd,30207 Choutara Sangachowkgadhi Municipality,30207,48173.0,48232.0,48289.0,43814.0,43769.0,42532.0,41215.0,41215.0,302
kG2N6Qdbgyh,30208 Balephi Rural Municipality,30208,19475.0,19509.0,19538.0,16546.0,16565.0,16204.0,16429.0,16429.0,302
MO5GjZ8pyt0,30209 Bahrabise Municipality,30209,27654.0,27696.0,27736.0,24257.0,24312.0,23933.0,23218.0,23218.0,302
wgiDXt162Wl,30210 Tripurasundari Rural Municipality,30210,13414.0,13436.0,13454.0,12201.0,12230.0,11408.0,11577.0,11577.0,302
P1b64auzuzc,30211 Lisankhu Pakhar Rural Municipality,30211,15257.0,15269.0,15282.0,11579.0,11583.0,11278.0,10814.0,10814.0,302
lIgk0wjLBGn,30212 Sunkoshi Rural Municipality,30212,17539.0,17572.0,17604.0,15333.0,15348.0,14375.0,14481.0,14481.0,302
uYVGFFpDYBz,30301 Gosaikunda Rural Municipality,30301,8556.0,8618.0,8674.0,8081.0,8323.0,8335.0,7904.0,7904.0,303
QaGifEG44bz,30302 Parbatikunda Rural Municipality,30302,5718.0,5738.0,5758.0,6709.0,6926.0,6696.0,6987.0,6987.0,303
itvnxQdZ1St,30303 Uttargaya Rural Municipality,30303,8577.0,8598.0,8621.0,8611.0,8872.0,8620.0,8555.0,8555.0,303
OZZKuAVf0aO,30304 Kalika Rural Municipality,30304,9880.0,9911.0,9942.0,10223.0,10540.0,10147.0,10220.0,10220.0,303
KTRG2BvU2aN,30305 Naukunda Rural Municipality,30305,12088.0,12112.0,12137.0,12156.0,12530.0,12289.0,12372.0,12372.0,303
T8quwYZYfsu,30401 Rubi Valley Rural Municipality,30401,9907.0,9955.0,10003.0,10480.0,10524.0,10347.0,11048.0,11048.0,304
sInu47Mk0wb,30402 Khaniyabas Rural Municipality,30402,13046.0,13101.0,13152.0,10689.0,10740.0,9910.0,9574.0,9574.0,304
DDM7poCx1mp,30403 Ganga Jamuna Rural Municipality,30403,22429.0,22523.0,22619.0,19461.0,19477.0,18566.0,18408.0,18408.0,304
hv4fG8ZjTkx,30404 Tripurasundari Rural Municipality,30404,23772.0,23880.0,23988.0,21188.0,21196.0,21328.0,21433.0,21433.0,304
MaArAXGzq0b,30405 Netrawati Rural Municipality,30405,13159.0,13220.0,13274.0,11269.0,11263.0,10876.0,10789.0,10789.0,304
hHrDGEWVf6J,30406 Nilkhantha Municipality,30406,61462.0,61762.0,62064.0,58162.0,58241.0,58628.0,58326.0,58326.0,304
aIGwPXtsX4s,30407 Jwalamukhi Rural Municipality,30407,24596.0,24705.0,24815.0,21202.0,21208.0,20650.0,20432.0,20432.0,304
piWZ5DyW8lE,30408 Siddhalek Rural Municipality,30408,24609.0,24717.0,24821.0,22217.0,22248.0,21438.0,21582.0,21582.0,304
dTHSxyHHffK,30409 Benighat Rorang Rural Municipality,30409,33216.0,33377.0,33533.0,34510.0,34750.0,33282.0,34226.0,34226.0,304
hNXxypRAoOb,30410 Gajuri Rural Municipality,30410,29596.0,29772.0,29952.0,28781.0,28937.0,28302.0,28802.0,28802.0,304
MhMpfcsUjqo,30411 Galchhi Rural Municipality,30411,27635.0,27787.0,27932.0,24217.0,24284.0,23210.0,22972.0,22972.0,304
uLoM1lcKeYr,30412 Thakre Rural Municipality,30412,34932.0,35131.0,35323.0,31567.0,31653.0,31472.0,31895.0,31895.0,304
ZwtuC5ZNurI,30413 Dhunibenshi Municipality,30413,33284.0,33504.0,33726.0,29135.0,29184.0,29031.0,28342.0,28342.0,304
zotSDVN3Zuv,30501 Dupcheshwor Rural Municipality,30501,22922.0,22989.0,23058.0,21058.0,21322.0,20334.0,20424.0,20424.0,305
GtSNdnR53Be,30502 Tadi Rural Municipality,30502,18360.0,18425.0,18478.0,16088.0,16211.0,15294.0,15249.0,15249.0,305
hkYy0OSJtes,30503 Suryagadhi Rural Municipality,30503,17264.0,17313.0,17365.0,14947.0,15082.0,14354.0,14273.0,14273.0,305
Kkw5qzJDbaB,30504 Bidur Municipality,30504,57983.0,58191.0,58419.0,62241.0,62294.0,60192.0,60094.0,60094.0,305
H8GitWxvHbU,30505 Kispang Rural Municipality,30505,15174.0,15217.0,15261.0,14141.0,14265.0,13797.0,13920.0,13920.0,305
xqkfomLrYDd,30506 Meghang Rural Municipality,30506,13854.0,13893.0,13929.0,12434.0,12548.0,12254.0,12318.0,12318.0,305
pQ9sfTqDPzf,30507 Tarakeshwor Rural Municipality,30507,15933.0,15971.0,16003.0,14184.0,14299.0,13835.0,13631.0,13631.0,305
UojUnRoexxf,30508 Belkotgadhi Municipality,30508,42028.0,42140.0,42243.0,35252.0,35580.0,34959.0,33450.0,33450.0,305
xRo2s6fO8RZ,30509 Likhu Rural Municipality,30509,17582.0,17642.0,17696.0,17759.0,17904.0,17158.0,17810.0,17810.0,305
Pc2z0fGNT4Y,30510 Panchakanya Rural Municipality,30510,16388.0,16436.0,16482.0,13881.0,13992.0,13285.0,13129.0,13129.0,305
cRyJg8XWXOc,30511 Shivapuri Rural Municipality,30511,21084.0,21138.0,21179.0,16997.0,17119.0,16499.0,16131.0,16131.0,305
ReAGX6NhTe1,30512 Kakani Rural Municipality,30512,27634.0,27737.0,27842.0,24356.0,24558.0,23806.0,23776.0,23776.0,305
PwcSyA8Bw91,30601 Shankharapur Municipality,30601,33179.0,34026.0,34896.0,30497.0,31016.0,30481.0,30271.0,30271.0,306
XeUjDTr86BB,30602 Kageshwori Manahara Municipality,30602,76167.0,78165.0,80204.0,133730.0,136213.0,140005.0,161275.0,161275.0,306
A2ieAsKcSIe,30603 Gokarneshwor Municipality,30603,136927.0,140384.0,143910.0,151682.0,154674.0,160053.0,162625.0,162625.0,306
Bttts23FIp4,30604 Budhanilkhantha Municipality,30604,139486.0,143119.0,146828.0,180386.0,183748.0,188802.0,202885.0,202885.0,306
WlsoyP8RB5A,30605 Tokha Municipality,30605,124406.0,127629.0,130917.0,136173.0,138850.0,144294.0,144367.0,144367.0,306
MeDEuAp5vBM,30606 Tarakeshwor Municipality,30606,101959.0,104609.0,107325.0,152745.0,155598.0,164826.0,179325.0,179325.0,306
lO9MStItdyH,30607 Nagarjun Municipality,30607,85249.0,87583.0,89969.0,117730.0,119617.0,123282.0,133415.0,133415.0,306
KHY8lkQw5QC,30608 Kathmandu Metropolitan City,30608,1234525.0,1268643.0,1303579.0,868505.0,881131.0,912543.0,824079.0,824079.0,306
Sh9Sx2iLNjY,30609 Kirtipur Municipality,30609,81537.0,83995.0,86521.0,83811.0,85158.0,88528.0,85989.0,85989.0,306
oeCd9kH0yob,30610 Chandragiri Municipality,30610,109369.0,112315.0,115342.0,139040.0,141295.0,145797.0,155309.0,155309.0,306
xX7eCpkd7AI,30611 Dakshinkali Municipality,30611,32818.0,33662.0,34535.0,29382.0,29381.0,27479.0,26735.0,26735.0,306
PaZ8MJUYoBS,30701 Changunarayan Municipality,30701,68691.0,70155.0,71639.0,91318.0,92294.0,96520.0,99626.0,99626.0,307
EJ6VZgN3gyN,30702 Bhaktapur Municipality,30702,98405.0,100445.0,102532.0,79431.0,80634.0,82256.0,77620.0,77620.0,307
yPHX34J5S5u,30703 Madhyapur Thimi Municipality,30703,98820.0,100955.0,103128.0,121024.0,122958.0,132392.0,131721.0,131721.0,307
B9uYCJ6J5df,30704 Suryabinayak Municipality,30704,92993.0,94942.0,96916.0,139782.0,141815.0,154408.0,163859.0,163859.0,307
Yf4pkqyyHwh,30801 Mahalaxmi Municipality,30801,74376.0,76010.0,77669.0,119011.0,120877.0,135787.0,148394.0,148394.0,308
UYA23UmgomU,30802 Lalitpur Metropolitan City,30802,345362.0,353213.0,361224.0,300757.0,305363.0,314220.0,293787.0,293787.0,308
ORfqiWQXI4y,30803 Godawari Municipality,30803,96064.0,98109.0,100184.0,101843.0,103325.0,102623.0,103003.0,103003.0,308
BSHZS7OTAL5,30804 Konjyosom Rural Municipality,30804,11936.0,12154.0,12371.0,9067.0,9220.0,8784.0,8703.0,8703.0,308
M8lAYwHcRvR,30805 Mahankal Rural Municipality,30805,11687.0,11909.0,12134.0,7880.0,8006.0,7977.0,7696.0,7696.0,308
tQ73nJ7ioAy,30806 Bagmati Rural Municipality,30806,16207.0,16510.0,16817.0,11230.0,11440.0,11207.0,10795.0,10795.0,308
F5aE3rj2vJW,30901 Chauri Deurali Rural Municipality,30901,21252.0,21324.0,21391.0,14133.0,14307.0,13305.0,12445.0,12445.0,309
fZ3LDhJyCuw,30902 Bhumlu Rural Municipality,30902,19493.0,19578.0,19659.0,15890.0,16102.0,14771.0,14707.0,14707.0,309
ocZon5HzPOG,30903 Mandan Deupur Municipality,30903,34067.0,34240.0,34413.0,31332.0,31786.0,30715.0,29460.0,29460.0,309
gPpYofbTapc,30904 Banepa Municipality,30904,60622.0,61035.0,61436.0,67811.0,68960.0,70080.0,70901.0,70901.0,309
V6hHd2VqP3S,30905 Dhulikhel Municipality,30905,36296.0,36516.0,36734.0,36291.0,36896.0,34792.0,33853.0,33853.0,309
eavdB3HKbSd,30906 Panchkhal Municipality,30906,41948.0,42257.0,42565.0,39259.0,39205.0,36158.0,34485.0,34485.0,309
Wm3ndVlat85,30907 Temal Rural Municipality,30907,23098.0,23166.0,23240.0,16992.0,17191.0,15812.0,15434.0,15434.0,309
JliQ0BJSGqa,30908 Namobuddha Municipality,30908,31254.0,31413.0,31572.0,26341.0,26734.0,26437.0,25012.0,25012.0,309
mqGibmoSsMZ,30909 Panauti Municipality,30909,49986.0,50274.0,50560.0,52488.0,53247.0,52372.0,52477.0,52477.0,309
yLgova5hxHh,30910 Bethanchowk Rural Municipality,30910,17444.0,17520.0,17595.0,15033.0,15273.0,14131.0,14327.0,14327.0,309
JX5rBAArWRn,30911 Roshi Rural Municipality,30911,29832.0,29940.0,30045.0,23611.0,23993.0,22320.0,22300.0,22300.0,309
of5txBWqdOE,30912 Mahabharat Rural Municipality,30912,19151.0,19193.0,19229.0,16207.0,16561.0,15169.0,15340.0,15340.0,309
uieUU0PzxcP,30913 Khanikhola Rural Municipality,30913,15151.0,15187.0,15227.0,12420.0,12699.0,11576.0,11516.0,11516.0,309
kjQyLmoS0JC,31001 Umakunda Rural Municipality,31001,18216.0,18254.0,18292.0,16708.0,16704.0,15529.0,16145.0,16145.0,310
kZSDETMIlBs,31002 Gokulganga Rural Municipality,31002,20810.0,20863.0,20911.0,18360.0,18341.0,16713.0,17023.0,17023.0,310
ofnHcaTRfxi,31003 Likhu Rural Municipality,31003,23519.0,23562.0,23603.0,18667.0,18633.0,17184.0,16967.0,16967.0,310
pS6VQHJLxbH,31004 Ramechhap Municipality,31004,30496.0,30596.0,30693.0,25108.0,25060.0,25072.0,23768.0,23768.0,310
F3Q2FhmSvR9,31005 Manthali  Municipality,31005,47073.0,47188.0,47294.0,40212.0,40149.0,38951.0,37807.0,37807.0,310
SeAeUI4mRO1,31006 Khandadevi Rural Municipality,31006,26341.0,26402.0,26464.0,19370.0,19331.0,18097.0,17597.0,17597.0,310
DIGqwFpoqoL,31007 Doramba Rural Municipality,31007,23107.0,23153.0,23201.0,17517.0,17471.0,16469.0,16287.0,16287.0,310
ax9O5hQ8Z2n,31008 Sunapati Rural Municipality,31008,18476.0,18529.0,18579.0,14602.0,14539.0,13764.0,13650.0,13650.0,310
Cgi5CZddAvb,31101 Dudhouli Municipality,31101,68675.0,69003.0,69325.0,71565.0,71969.0,71773.0,70981.0,70981.0,311
U4kYiiDNknr,31102 Phikkal Rural Municipality,31102,17525.0,17598.0,17671.0,14403.0,14601.0,15640.0,15461.0,15461.0,311
LK5DFWU64XL,31103 Tinpatan Rural Municipality,31103,37855.0,38009.0,38159.0,35218.0,35525.0,34080.0,34117.0,34117.0,311
VppKq6IZeDb,31104 Golanjor Rural Municipality,31104,20399.0,20500.0,20606.0,19080.0,19257.0,18408.0,18383.0,18383.0,311
TnkKgyVJjqP,31105 Kamalamai Municipality,31105,70487.0,70894.0,71295.0,73402.0,73454.0,73224.0,72317.0,72317.0,311
A50ckSZAOpX,31106 Sunkoshi Rural Municipality,31106,23136.0,23259.0,23380.0,18166.0,18258.0,18071.0,17392.0,17392.0,311
iEXW2lBlpe5,31107 Ghyanglekha Rural Municipality,31107,14070.0,14122.0,14172.0,12743.0,12887.0,12406.0,12224.0,12224.0,311
lIDmub972Qv,31108 Marin Rural Municipality,31108,28571.0,28680.0,28784.0,29068.0,29438.0,28533.0,28803.0,28803.0,311
iDxjEAywhqD,31109 Hariharpurgaghi Rural Municipality,31109,28243.0,28341.0,28436.0,26918.0,27328.0,26275.0,25904.0,25904.0,311
xAsNu4wwdwe,31201 Indrasarowar Rural Municipality,31201,15106.0,15257.0,15409.0,13772.0,13869.0,13494.0,13322.0,13322.0,312
Sqc4yQCbl8m,31202 Thaha Municipality,31202,45646.0,46098.0,46559.0,39205.0,39473.0,39604.0,37727.0,37727.0,312
a0T4qfqJY1P,31203 Kailash Rural Municipality,31203,25555.0,25773.0,25990.0,22039.0,22344.0,21750.0,21080.0,21080.0,312
JLE1LepTKt0,31204 Raksirang Rural Municipality,31204,27965.0,28187.0,28414.0,25928.0,26290.0,25954.0,25682.0,25682.0,312
mGacVlqIv3w,31205 Manahari Rural Municipality,31205,42262.0,42665.0,43068.0,47208.0,47607.0,48220.0,49793.0,49793.0,312
F8qQLRVW1V6,31206 Hetauda Sub-Metropolitan City,31206,169673.0,171570.0,173453.0,196138.0,197337.0,202221.0,205144.0,205144.0,312
G3hlaNbqWlq,31207 Bhimphedi Rural Municipality,31207,27163.0,27475.0,27787.0,21654.0,21820.0,22534.0,20809.0,20809.0,312
GUiARD69vqI,31208 Makawanpurgadhi Rural Municipality,31208,27261.0,27501.0,27739.0,24286.0,24505.0,24631.0,23978.0,23978.0,312
